hourstamp,actual_kwh,charged_price_ct,spot_ct
2026-06-08 00:00:00,4.69,45.94,9.396
2026-06-08 00:15:00,4.193,42.61,9.189
2026-06-08 00:30:00,2.011,38.35,9.061
2026-06-08 00:45:00,0.456,38.35,8.941
2026-06-08 01:00:00,0.365,38.35,8.811
2026-06-08 01:15:00,0.393,38.35,8.693
2026-06-08 01:30:00,0.426,38.35,8.646
2026-06-08 01:45:00,0.311,38.35,8.578
2026-06-08 02:00:00,0.332,38.35,8.532
2026-06-08 02:15:00,0.346,38.35,8.466
2026-06-08 02:30:00,0.387,38.35,8.456
2026-06-08 02:45:00,0.266,38.35,8.441
2026-06-08 03:00:00,0.306,38.35,8.353
2026-06-08 03:15:00,0.406,38.35,8.362
2026-06-08 03:30:00,0.405,38.35,8.417
2026-06-08 03:45:00,0.313,38.35,8.468
2026-06-08 04:00:00,0.346,38.35,8.461
2026-06-08 04:15:00,0.42,38.35,8.543
2026-06-08 04:30:00,0.556,38.35,8.719
2026-06-08 04:45:00,1.235,38.35,8.932
2026-06-08 05:00:00,0.337,38.35,8.963
2026-06-08 05:15:00,0.82,38.35,9.305
2026-06-08 05:30:00,0.308,38.35,9.594
2026-06-08 05:45:00,1.327,38.35,9.962
2026-06-08 06:00:00,3.232,38.35,10.59
2026-06-08 06:15:00,4.568,38.35,10.924
2026-06-08 06:30:00,4.272,44.2,11.065
2026-06-08 06:45:00,4.209,50.43,11.074
2026-06-08 07:00:00,3.562,51.18,12.011
2026-06-08 07:15:00,3.233,54.15,11.861
2026-06-08 07:30:00,8.343,57.1,11.668
2026-06-08 07:45:00,11.037,63.0,11.243
2026-06-08 08:00:00,13.131,63.3,11.68
2026-06-08 08:15:00,10.313,62.91,11.12
2026-06-08 08:30:00,10.186,62.57,10.64
2026-06-08 08:45:00,10.273,62.16,10.046
2026-06-08 09:00:00,11.645,61.86,9.615
2026-06-08 09:15:00,10.867,64.58,8.993
2026-06-08 09:30:00,11.666,64.29,8.56
2026-06-08 09:45:00,9.364,60.82,8.134
2026-06-08 10:00:00,7.412,63.55,7.465
2026-06-08 10:15:00,5.404,63.3,7.086
2026-06-08 10:30:00,7.662,63.13,6.845
2026-06-08 10:45:00,7.318,59.74,6.591
2026-06-08 11:00:00,10.228,62.58,6.024
2026-06-08 11:15:00,8.945,62.44,5.817
2026-06-08 11:30:00,9.209,62.37,5.712
2026-06-08 11:45:00,9.446,62.29,5.597
2026-06-08 12:00:00,6.652,65.22,5.1
2026-06-08 12:15:00,8.514,65.14,4.975
2026-06-08 12:30:00,8.707,65.12,4.953
2026-06-08 12:45:00,5.085,61.83,4.905
2026-06-08 13:00:00,9.395,58.24,4.449
2026-06-08 13:15:00,10.044,61.62,4.597
2026-06-08 13:30:00,7.061,64.97,4.726
2026-06-08 13:45:00,7.4,65.1,4.917
2026-06-08 14:00:00,6.965,64.98,4.731
2026-06-08 14:15:00,7.664,61.95,5.091
2026-06-08 14:30:00,9.389,65.45,5.465
2026-06-08 14:45:00,7.92,62.5,5.906
2026-06-08 15:00:00,9.44,62.58,6.02
2026-06-08 15:15:00,9.058,66.17,6.557
2026-06-08 15:30:00,9.426,63.24,7.002
2026-06-08 15:45:00,9.804,63.62,7.561
2026-06-08 16:00:00,10.625,63.79,7.822
2026-06-08 16:15:00,13.964,67.32,8.333
2026-06-08 16:30:00,10.033,64.42,8.755
2026-06-08 16:45:00,13.202,64.75,9.233
2026-06-08 17:00:00,19.875,68.53,10.193
2026-06-08 17:15:00,21.868,68.71,10.475
2026-06-08 17:30:00,17.842,68.93,10.81
2026-06-08 17:45:00,17.103,69.16,11.169
2026-06-08 18:00:00,23.539,69.9,12.304
2026-06-08 18:15:00,17.768,69.92,12.339
2026-06-08 18:30:00,16.418,66.96,12.511
2026-06-08 18:45:00,14.353,67.03,12.61
2026-06-08 19:00:00,11.879,64.6,13.539
2026-06-08 19:15:00,15.567,67.54,13.364
2026-06-08 19:30:00,19.573,67.46,13.254
2026-06-08 19:45:00,12.635,64.42,13.275
2026-06-08 20:00:00,9.981,64.52,13.423
2026-06-08 20:15:00,9.699,64.33,13.142
2026-06-08 20:30:00,6.05,61.1,12.914
2026-06-08 20:45:00,7.887,57.77,12.56
2026-06-08 21:00:00,6.431,57.57,12.291
2026-06-08 21:15:00,6.542,57.24,11.849
2026-06-08 21:30:00,7.199,53.93,11.572
2026-06-08 21:45:00,4.632,53.64,11.198
2026-06-08 22:00:00,3.539,50.38,11.015
2026-06-08 22:15:00,4.361,46.93,10.599
2026-06-08 22:30:00,3.053,49.88,10.386
2026-06-08 22:45:00,3.485,46.47,10.045
2026-06-08 23:00:00,3.349,46.35,9.894
2026-06-08 23:15:00,2.695,46.13,9.637
2026-06-08 23:30:00,3.105,49.14,9.456
2026-06-08 23:45:00,2.949,45.82,9.258
